name,salary_from,salary_to,salary_currency,area_name,published_at
Ведущий специалист по слаботочным и пожарным системам,,,,Санкт-Петербург,2022-12-20T18:38:38+0300
Разработчик Android,,,,Москва,2022-12-20T18:26:57+0300
Токарь,125000,135000,RUR,Томск,2022-12-20T18:01:31+0300
Project manager,,150000,RUR,Москва,2022-12-20T18:55:51+0300
Программист 1С,65000,,RUR,Кемерово,2022-12-20T19:49:15+0300
Фрезеровщик,115000,125000,RUR,Уфа,2022-12-20T18:22:08+0300
Токарь,120000,130000,RUR,Уфа,2022-12-20T18:02:11+0300
Техник по эксплуатации,,,,Москва,2022-12-20T18:07:36+0300
Java разработчик (Поддержка пользователей),,,,Санкт-Петербург,2022-12-20T18:46:46+0300
Главный механик,,,,Москва,2022-12-20T18:31:47+0300
Дизайнер,25000,,RUR,Киров (Кировская область),2022-12-20T18:30:37+0300
Аналитик данных,,,,Смоленск,2022-12-20T18:29:05+0300
Дизайнер женской одежды бренд CALISTA,100000,,RUR,Москва,2022-12-20T19:18:41+0300
Инженер-программист,41000,58000,RUR,Киров (Кировская область),2022-12-20T18:02:41+0300
Ведущий системный администратор,100000,,RUR,Санкт-Петербург,2022-12-20T18:57:37+0300
Product Owner (Рабочее место оператора контактного центра),,,,Москва,2022-12-20T19:33:30+0300
Менеджер по работе с клиентами B2B,80000,200000,RUR,Санкт-Петербург,2022-12-20T18:20:53+0300
IOS разработчик,,,,Москва,2022-12-20T18:22:44+0300
Консультант SAP MII,300000,400000,RUR,Москва,2022-12-20T19:15:52+0300
Сервисный специалист (м. Алексеевская),43000,50000,RUR,Москва,2022-12-20T19:03:33+0300
Аналитик/Ведущий аналитик DWH,,,,Нижний Новгород,2022-12-20T18:02:02+0300
Full-stack разработчик,,,,Москва,2022-12-20T19:08:01+0300
Менеджер по продукту,60000,,RUR,Воронеж,2022-12-20T19:21:22+0300
Product Lead (Personalization&Search),,,,Москва,2022-12-20T18:08:07+0300
Системный инженер,,,,Москва,2022-12-20T18:21:56+0300
Специалист по защите информации,45000,,RUR,Киров (Кировская область),2022-12-20T18:12:56+0300
Сервисный инженер,,,,Москва,2022-12-20T18:03:17+0300
Программист,300000,,RUR,Москва,2022-12-20T19:19:21+0300
Ведущий специалист информационно-технического отдела,,50000,RUR,Химки,2022-12-20T18:02:20+0300
DevOps,,,,Москва,2022-12-20T19:00:34+0300
Аналитик/Ведущий аналитик DWH,,,,Москва,2022-12-20T18:01:50+0300
Java developer (Spring) senior,,,,Санкт-Петербург,2022-12-20T18:04:12+0300
Frontend developer (Angular) middle+,,,,Санкт-Петербург,2022-12-20T18:04:07+0300
Field Service Engineer (ПНР и сервисное обслуживание),,100000,RUR,Москва,2022-12-20T18:54:56+0300
Growth Product Manager,,,,Минск,2022-12-20T19:32:14+0300
Фрезеровщик,115000,125000,RUR,Екатеринбург,2022-12-20T18:04:08+0300
Сотрудник службы технической поддержки,800,,BYR,Орша,2022-12-20T18:52:37+0300
Инженер нагрузочного тестирования,,,,Москва,2022-12-20T18:28:35+0300
Бизнес-аналитик 1C,,,,Москва,2022-12-20T18:09:19+0300
Сервисный инженер по ремонту кофемашин,40000,,RUR,Ярославль,2022-12-20T18:30:22+0300
Системный администратор,35000,45000,RUR,Киров (Кировская область),2022-12-20T18:12:42+0300
Data Engineer (ETL+ML),,,,Москва,2022-12-20T19:32:43+0300
Техник по ремонту,65000,65000,RUR,Москва,2022-12-20T18:58:18+0300
Механик-наладчик производственного оборудования,60000,65000,RUR,Санкт-Петербург,2022-12-20T19:31:35+0300
Разработчик Jira,,,,Москва,2022-12-20T18:44:48+0300
Менеджер по продукту,60000,,RUR,Нижний Новгород,2022-12-20T19:20:53+0300
"Руководитель проектов по производству РУНН, КРУ, КТП, БКТП",,,,Санкт-Петербург,2022-12-20T18:12:02+0300
Системный инженер,,,,Москва,2022-12-20T18:45:04+0300
Менеджер по интернет-рекламе/Директолог,70000,,RUR,Москва,2022-12-20T18:27:48+0300
Инженер-программист (разработка управляющих программ для станков с ЧПУ),42000,52000,RUR,Киров (Кировская область),2022-12-20T18:02:45+0300
QA Lead инженер,,,,Москва,2022-12-20T19:11:49+0300
Сервисный инженер,,,,Москва,2022-12-20T18:16:54+0300
Менеджер по продукту (канцтовары),,,,Москва,2022-12-20T18:09:56+0300
Графический дизайнер,3000000,4000000,UZS,Ташкент,2022-12-20T18:34:37+0300
1С программист Ведущий/Team Lead,,,,Москва,2022-12-20T18:36:16+0300
Веб-аналитик/аналитик данных,,,,Москва,2022-12-20T18:08:40+0300
Программист 1С (в Отдел разработки 1С),140000,,RUR,Нижний Новгород,2022-12-20T18:01:04+0300
Аналитик/Ведущий аналитик DWH,,,,Санкт-Петербург,2022-12-20T18:01:56+0300
Маркетолог-аналитик,,,,Брест,2022-12-20T18:04:32+0300
Middle / Senior Frontend (Vue.js),150000,,RUR,Санкт-Петербург,2022-12-20T18:59:43+0300
QA Lead инженер,,,,Санкт-Петербург,2022-12-20T19:12:17+0300
Systems Analyst (Payment systems),,,,Санкт-Петербург,2022-12-20T18:13:52+0300
Ведущий инженер-программист (С++),,,,Санкт-Петербург,2022-12-20T18:16:05+0300
Senior Data Scientist (удаленно),,,,Москва,2022-12-20T18:53:25+0300
QA Auto (Dart/Flutter ),,,,Москва,2022-12-20T18:03:30+0300
Станочник деревообрабатывающих станков (корпусная мебель),35000,42000,RUR,Ульяновск,2022-12-20T19:13:01+0300
Механик транспортной службы,,66700,RUR,Мегион,2022-12-20T19:43:47+0300
Программист 1С,100000,300000,RUR,Краснодар,2022-12-20T18:02:54+0300
Руководитель группы экспертного сопровождения локальных нормативных документов,,,,Москва,2022-12-20T18:52:46+0300
Инженер по подготовке производства,41000,50000,RUR,Киров (Кировская область),2022-12-20T18:02:27+0300
Systems Architect (Platform),,,,Санкт-Петербург,2022-12-20T18:13:52+0300
Оператор станка с ЧПУ,45000,,RUR,Владимир,2022-12-20T19:19:59+0300
QA Lead,,,,Алматы,2022-12-20T19:12:49+0300
Консультант SAP BO,,,,Москва,2022-12-20T19:10:18+0300
Руководитель экспертизы по нагрузочному тестированию,,,,Москва,2022-12-20T18:44:59+0300
Ведущий программист 1С (в Отдел разработки 1С),180000,,RUR,Нижний Новгород,2022-12-20T18:01:03+0300
Главный администратор удаленных каналов,,,,Москва,2022-12-20T18:36:27+0300
Аналитик/Ведущий аналитик DWH,,,,Калининград,2022-12-20T18:01:37+0300
IOS разработчик (Senior),,,,Москва,2022-12-20T18:36:21+0300
Ведущий инженер-программист,,,,Москва,2022-12-20T18:33:11+0300
Распиловщик-сборщик мягкой мебели (м.Щелковская),50000,80000,RUR,Москва,2022-12-20T19:46:31+0300
Аналитик 1С,,,,Минск,2022-12-20T18:02:40+0300
Senior DevOps engineer,,,,Москва,2022-12-20T18:33:43+0300
"Специалист по клиентскому сервису (м. Полежаевская, ""ТЦ Хорошо!"")",40000,49000,RUR,Москва,2022-12-20T19:03:36+0300
Аналитик/Ведущий аналитик DWH,,,,Екатеринбург,2022-12-20T18:01:42+0300
Software Developer Engineer in Test на платформу Android (Одноклассники),,,,Москва,2022-12-20T18:46:47+0300
Инженер Citrix,,,,Москва,2022-12-20T18:16:58+0300
Senior/Middle Devops (Удаленно),,,,Воронеж,2022-12-20T18:18:14+0300
Software Developer Engineer in Test на платформу Android (Одноклассники),,,,Санкт-Петербург,2022-12-20T18:46:46+0300
Fullstack-разработчик в языковой центр,,140000,RUR,Новосибирск,2022-12-20T18:47:12+0300
Методист курса Java-разработчик,,,,Санкт-Петербург,2022-12-20T18:05:31+0300
Менеджер по продукту,60000,,RUR,Рязань,2022-12-20T19:20:19+0300
Руководитель трайба клиентских путей / Tech lead Java / Python (CJ Monitoring & Discovery),,,,Москва,2022-12-20T18:29:31+0300
Senior Java Software Engineer (Net2Phone),,,,Польша,2022-12-20T18:39:03+0300
Техлид,,,,Москва,2022-12-20T19:07:00+0300
Ведущий программист 1С,,,,Москва,2022-12-20T19:47:45+0300
"Проверяющий преподаватель по курсу ""Профессия DevOps-инженер PRO""",,,,Москва,2022-12-20T19:02:35+0300
